frame,Period,Time [s],Away_11_x,Away_11_y,Away_1_x,Away_1_y,Away_2_x,Away_2_y,Away_3_x,Away_3_y,Away_4_x,Away_4_y,Away_5_x,Away_5_y,Away_6_x,Away_6_y,Away_7_x,Away_7_y,Away_8_x,Away_8_y,Away_9_x,Away_9_y,Away_10_x,Away_10_y,ball_y
0,1,0.0,-41.95110731939435,-0.3408267973770833,-10.167346938775523,23.714285714285715,-10.744217687074837,1.5714285714285694,-10.599999999999994,-7.285714285714285,7.138775510204084,26.999999999999993,13.05170068027212,19.285714285714285,13.772789115646262,11.285714285714285,4.975510204081623,20.14285714285714,-1.4534428595770805,11.396210021750797,4.110204081632645,-6.285714285714292,-10.167346938775523,15.857142857142854,24.284477301458686
1,1,0.05,-41.95254013610206,-0.3087574086955627,-9.98745200349002,23.768739551144506,-10.678158087192926,1.611004921280255,-10.533804926809331,-7.2340504588668075,7.267535189152369,27.064395637175323,13.084141436229345,19.22696115310471,13.73529230190941,11.21928583857548,5.035158324491711,20.111077889103093,-1.392082096266357,11.117054089644313,4.303308480609175,-6.39091060613508,-10.22910952758592,15.800841343918478,23.207248568666174
2,1,0.1,-41.95848203216223,-0.278807803643204,-9.817821387977148,23.818212370510004,-10.618001657172954,1.648604797729142,-10.475781464969756,-7.1862153163669475,7.393608579803143,27.12542050865801,13.115184633516279,19.168654592803023,13.698161297155224,11.1526460159632,5.0909098035199065,20.078073329274886,-1.3354783078900638,10.848605322405717,4.484011771469895,-6.495748639379801,-10.286233670156754,15.749753194285134,22.141756180044183
3,1,0.15,-41.96884684682291,-0.2509374768003454,-9.658372622623936,23.862715771368094,-10.563719999907796,1.6841904993791132,-10.425817763833436,-7.142191366171218,7.517014226625314,27.183102658279232,13.144841464879974,19.110791028307624,13.661392352543288,11.085796984070612,5.142794176088032,20.043854020393667,-1.2836676010580348,10.590574875786189,4.652418731132869,-6.6002294571840245,-10.338973212409677,15.703615625662309,21.088000135592672
4,1,0.2,-41.98354841933215,-0.22510592274726804,-9.509023237817246,23.902261352704627,-10.515284718290275,1.7177243248340446,-10.3838019727526,-7.1019611162363,7.637770674087825,27.237470129870132,13.173123123067413,19.053366883116873,13.624981719233134,11.018740909090916,5.1908409771181,20.00843051948052,-1.236686082380217,10.342673905536763,4.808634136516048,-6.704354131283303,-10.387582000266427,15.662165855469475,20.045980435311662
5,1,0.25,-42.00250058893799,-0.20127263606438106,-9.369690763944035,23.93686071350548,-10.472667415213209,1.7491685726978332,-10.349622241079466,-7.0655070745188056,7.755896466659578,27.28855096726192,13.200040800825533,18.996378580729164,13.588925648384361,10.951479957217266,5.235079741532033,19.971813383556558,-1.194569858466366,10.104613567408585,4.952762764537468,-6.808123733413197,-10.432313879648675,15.625141101126104,19.015697079201175
6,1,0.3,-42.025617194888476,-0.17939711133195857,-9.24029273139125,23.966525452756535,-10.435839693569427,1.778485541574348,-10.323166718166256,-7.032811748975352,7.871410148809531,27.336373214285693,13.225605690901375,18.939822544642844,13.553220391156458,10.884016294642862,5.2755400042517095,19.93401316964286,-1.1573550359264004,9.876105017152732,5.084909392115108,-6.911539335309236,-10.473422696478117,15.592278580051662,17.99715006726118
7,1,0.35,-42.052812076431636,-0.15943884313037415,-9.120746670545891,23.991267169443702,-10.404773156251807,1.8056375300675214,-10.304323553365172,-7.003857647562537,7.984330265006562,27.380964914772726,13.249828986041848,18.883695198356335,13.517862198709011,10.816352087560887,5.312251300199044,19.895040434760553,-1.1250777213702108,9.656859410520319,5.205178796166926,-7.014602008706952,-10.511162296676495,15.563315509665664,16.99033939949168
8,1,0.4,-42.083999072815516,-0.14135732603994455,-9.010970111794819,24.011097462552797,-10.379439406153132,1.8305868367811797,-10.292980896028425,-6.978627278236999,8.094675359719645,27.42235411255413,13.272721878994005,18.827992965367976,13.482847322201593,10.74848950216451,5.345243164296022,19.854905735930735,-1.0977740214076093,9.44658790326244,5.313675753610966,-7.117312825341976,-10.545786526165472,15.537989107387553,15.995265075892696
9,1,0.45,-42.11909202328817,-0.12511205464100073,-8.910880585525057,24.026027931069734,-10.359810046166253,1.8532957603192202,-10.289026895508215,-6.9571031489553405,8.202463977417672,27.46056885146104,13.2942955625048,18.772712269176147,13.448172012793748,10.68043070464691,5.374545131464522,19.81361963017452,-1.075480042648472,9.245001651130181,5.410505041365234,-7.219672856949799,-10.577549230866786,15.516036590636809,15.011927096464198
10,1,0.5,-42.15800476709763,-0.11066252351390204,-8.820395622123478,24.036070173980328,-10.345856679184017,1.8737265992855754,-10.292349701156773,-6.9392677676742025,8.307714662569595,27.495637175324674,13.31456122932127,18.717849533279228,13.413832521645006,10.612177861201303,5.400186736626473,19.77119267451299,-1.0582318917026328,9.051811809874678,5.495771436347667,-7.321683175266049,-10.606704256702088,15.497195176832918,14.040325461206216
11,1,0.55,-42.20065114349194,-0.09796822723893683,-8.739432751977063,24.041235790270555,-10.337550908099281,1.8918416522840786,-10.30283746232628,-6.925103642350209,8.410445959644285,27.527587127976183,13.333530072190328,18.663401181175594,13.379825099914981,10.54373313802084,5.4221975147037895,19.727635425967264,-1.0460656751800315,8.866729535247003,5.569579715476294,-7.423344852026176,-10.633505449593123,15.481202083395353,13.08046017011874
12,1,0.6,-42.24694499171913,-0.08698866039648578,-8.667909505472778,24.041536378926196,-10.334864335804852,1.9076032179186342,-10.320378328369003,-6.9145932809399255,8.510676413110708,27.556446753246753,13.351213283858982,18.60936363636364,13.346145998763134,10.475098701298705,5.440607000618428,19.68295844155844,-1.039017499690459,8.689465982998286,5.632034655669145,-7.52465895896578,-10.658206655461584,15.467794527743571,12.13233122320176
13,1,0.65,-42.29680015102727,-0.07768331756685853,-8.605743412997576,24.03698353893317,-10.337768565193564,1.9209735947931321,-10.344860448637093,-6.907719191400037,8.608424567437773,27.582244094967535,13.367622057074271,18.555733322341716,13.312791469349094,10.406276717228096,5.455444729292289,19.63717227830763,-1.037123471843799,8.519732308879611,5.683241033844169,-7.62562656782044,-10.68106172022916,15.456709727297088,11.195938620455287
14,1,0.7,-42.35013046066438,-0.07001169333039314,-8.55285200493833,24.027588869277345,-10.346235199158244,1.9319150815114554,-10.376171972482808,-6.904463881687139,8.7037089670944,27.6050071969697,13.382767584583092,18.502506662608234,13.279757762832404,10.337269352002174,5.466740235647272,19.590287493235927,-1.0404196982499059,8.357239668642073,5.723303626919339,-7.726248750325677,-10.702324489817542,15.447684899475313,10.271282361879294
15,1,0.75,-42.406849759878504,-0.06393328226742767,-8.509152811682036,24.013363968944596,-10.360235840591741,1.9403899766774728,-10.414201049258331,-6.904809859757844,8.796548156549555,27.624764103084424,13.396661059132455,18.449680080661516,13.24704113037258,10.268078771814125,5.474523054605385,19.542314643364442,-1.0489422855186703,8.20169921803678,5.752327211812698,-7.826526578217091,-10.722248810148471,15.440457261697823,9.358362447473809
16,1,0.8,-42.46687188791769,-0.0594075789583286,-8.474563363615644,23.994320436920788,-10.379742092386927,1.9463605788951028,-10.458835828315877,-6.908739633568739,8.886960680272075,27.641542857142845,13.409313673469384,18.397250000000007,13.214637823129237,10.198707142857153,5.478822721088434,19.493264285714275,-1.062727340259947,8.052822112814845,5.770416565442204,-7.926461123230158,-10.741088527143646,15.434764031383985,8.457178877238853
17,1,0.85,-42.530110684029985,-0.05639407798337004,-8.4490011911261,23.9704698721918,-10.404725557436535,1.9497891867682,-10.50996445900767,-6.916235711076517,8.974965082731025,27.65537150297621,13.420736620340847,18.345212844122017,13.182544092261878,10.129156631324413,5.479668770018435,19.443146977306547,-1.0818109690835342,7.910319508727355,5.77767646472595,-8.026053457100524,-10.759097486724727,15.430342425953341,7.567731651174384
18,1,0.9,-42.59647998746341,-0.05485227392293268,-8.432383824600329,23.94182387374353,-10.43515783863355,1.9506380989006828,-10.567475090685932,-6.927280600237733,9.060579908395177,27.666278084415595,13.430941092493825,18.29356503652597,13.150756188930117,10.05942940340909,5.477090736317244,19.39197327516235,-1.106229278599379,7.773902561525418,5.774211686581765,-8.125304651563663,-10.776529534813463,15.426929662825366,6.690020769280409
19,1,0.95,-42.66589363746603,-0.054741661357326166,-8.424628794425281,23.908394040561795,-10.471010538870651,1.9488696138963775,-10.631255872702845,-6.941856809009032,9.143823701733531,27.674290645292217,13.4399382826753,18.24230300071023,13.119270364293442,9.989527625304383,5.471118154906833,19.339753736302754,-1.1360183754172866,7.643282426960127,5.760127007927785,-8.224215778355184,-10.793638517331459,15.424262959419508,5.824046231556935
20,1,1.0,-42.73826547328588,-0.056021734866881445,-8.425653630987924,23.870191971632522,-10.512255261040785,1.944446030359245,-10.701194954410617,-6.959946845347023,9.22471500721501,27.67943722943724,13.447739383632225,18.191423160173173,13.088082869511425,9.91945346320346,5.461780560709116,19.286498917748922,-1.1712143661471401,7.518170260782597,5.735527205681926,-8.32278790921061,-10.810678280200541,15.422079533155248,4.9698080380039755
21,1,1.05,-42.81350933417099,-0.058651989031965,-8.43537586467518,23.827229265941583,-10.558863608036738,1.9373296468931258,-10.777180485161487,-6.98153321720833,9.303272369308544,27.681745880681802,13.454355588111639,18.14092193841315,13.057189955743652,9.849209083299513,5.449107488646042,19.23221937652192,-1.2118533573988302,7.398277218743914,5.700517056762223,-8.421022115865512,-10.827902669342357,15.420116601452087,4.12730618862151
22,1,1.1,-42.89153905936941,-0.06259191843289358,-8.45371302587401,23.77951752247482,-10.61080718275133,1.9274827621019028,-10.859100614307657,-7.0065984325495805,9.379514332483012,27.681244642857152,13.459798088860552,18.09079575892857,13.02658787414964,9.778796651785704,5.433128473639449,19.176925669642856,-1.2579714557821973,7.2833144565952,5.655201338086691,-8.518919470055437,-10.845565530678613,15.418111381729481,3.296540683409539
23,1,1.15,-42.97226848812918,-0.06780101764998392,-8.480582644971335,23.727068340218132,-10.668057588077467,1.9148676745894733,-10.946843491201335,-7.035124999327369,9.453459441207357,27.677961559794383,13.464078078625874,18.041041045217803,12.996272875888963,9.708218334855246,5.413873050611372,19.12062835413284,-1.3096047679070537,7.172993130087548,5.599684826573252,-8.616481043515929,-10.863920710131005,15.41580109140692,2.4775115223680757
24,1,1.2,-43.055611459698355,-0.0742387812635883,-8.515902252354124,23.669893318157392,-10.730586426907927,1.89944668295972,-11.040297265194745,-7.067095425498355,9.525126239950545,27.67192467532469,13.467206750154617,17.991654220779225,12.966241212121204,9.637476298701301,5.391370754483617,19.063337987012986,-1.3667894003833325,7.0670243949720515,5.534072299139943,-8.713707907982567,-10.88322205362121,15.412922947903823,1.6702187054971347
25,1,1.25,-43.14148181332496,-0.08186470385405897,-8.559589378409285,23.608004055278464,-10.798365302135572,1.8811820858165618,-11.139350085640075,-7.1024922190191155,9.594533273181447,27.663162033279214,13.46919529619376,17.942631709111204,12.936489134005868,9.566572709517054,5.3656511201782,19.005065125304384,-1.4295614598208743,6.965119406999804,5.458468532704785,-8.810601135190883,-10.903723407070999,15.40921416863975,0.8746622327966733
26,1,1.3,-43.22979338825705,-0.0906382800017127,-8.611561553523849,23.541412150567226,-10.871365816653181,1.8600361817638102,-11.243890101889562,-7.141297887846303,9.661699085369015,27.651701677489186,13.470054909490315,17.89396993371212,12.907012892702525,9.495509733495666,5.336743682616984,18.945820326028134,-1.4979570528295127,6.8669893219219205,5.372978304185743,-8.907161796876451,-10.925678616402003,15.40441197103415,0.09084210426671291
27,1,1.35,-43.320460023742655,-0.10051900428687333,-8.671736308084675,23.470129203009556,-10.949559573353639,1.8359712694054124,-11.353805463295394,-7.183494939936491,9.726642220982129,27.637571651785706,13.469796782791235,17.845665318080364,12.877808739370707,9.424289536830365,5.304677976721933,18.885614146205363,-1.5720122860191594,6.772345295489522,5.277706390500796,-9.003390964774802,-10.949341527535957,15.398253572506455,-0.6812416800927394
28,1,1.4,-43.41339555902982,-0.11146637128988601,-8.740031172478744,23.394166811591333,-11.032918175129808,1.80894964734523,-11.46898431920981,-7.229065883246356,9.789381224489816,27.620800000000003,13.46843210884353,17.797714285714285,12.848872925170042,9.352914285714284,5.2694835374149775,18.824457142857135,-1.651763265999648,6.680898483453674,5.172757568567967,-9.099289710621495,-10.974965986394558,15.390476190476193,-1.4415891202816695
29,1,1.45,-43.50851383336659,-0.12343987559109593,-8.816363677093001,23.3135365752984,-11.121413224874466,1.778933614187153,-11.589314818985002,-7.277993225732477,9.849934640360864,27.60141476596322,13.465972080394181,17.750113260112293,12.820201701260032,9.281386146340651,5.231189899617988,18.7623598730046,-1.7372460993808474,6.59236004156552,5.058236615305226,-9.194859106152094,-11.002805838899512,15.380817042362814,-2.190200216300134
30,1,1.5,-43.605728686001015,-0.1363990117708127,-8.900651352314384,23.2282500931167,-11.215016325480484,1.7458854685350929,-11.714685111973168,-7.330259475351479,9.908321013064345,27.57944399350648,13.462427890190185,17.702858664772712,12.79179131880025,9.209707284902592,5.189826598252971,18.699332893668824,-1.8284968927725487,6.506441125576096,4.934248307630618,-9.290100223102176,-11.03311493097253,15.369013345585806,-2.92707496814808
31,1,1.55,-43.70495395618112,-0.15030327440938152,-8.992811728529837,23.138318964032052,-11.313699079840674,1.7097675089928899,-11.844983347526558,-7.385847140059973,9.964558887069032,27.55491572646104,13.457810730978466,17.655946923194,12.763638028950197,9.137879867593348,5.14542316824172,18.63538676187094,-1.925551752784763,6.422852891236587,4.800897422462114,-9.385014133207235,-11.066147108535283,15.354802317564626,-3.6522133758255144
32,1,1.6,-43.80610348315497,-0.16511215808716173,-9.092762336126334,23.04375478703031,-11.417433090847915,1.6705420341644341,-11.980097674997353,-7.444738727814624,10.018666806843946,27.527858008658008,13.452131795506105,17.609374458874463,12.735738082869503,9.065906060606068,5.098009144506314,18.57053203463203,-2.02844678602721,6.341306494298024,4.658288736717665,-9.479601908202877,-11.102156217509474,15.337921175718769,-4.365615439332473
33,1,1.65,-43.90909110617058,-0.18078515738444167,-9.200420705490778,22.944569161097398,-11.526189961394955,1.628171342653637,-12.119916243737784,-7.506916746572006,10.070663316858024,27.49829888392857,13.445402276520014,17.56313769531249,12.708087731717697,8.993788030133913,5.047614061968552,18.504779268973216,-2.137218099109809,6.261513090511528,4.506527027315336,-9.573864619824644,-11.141396103816831,15.318107137467706,-5.067281158668909
34,1,1.7,-44.013830664476004,-0.19728176688160914,-9.315704367010149,22.84077368521919,-11.639941294374736,1.5826177330643816,-12.264327203100073,-7.57236370428874,10.120566961580089,27.466266396103904,13.437633366767173,17.517233056006503,12.680683226654295,8.921527942370133,4.994267455550407,18.438139021915596,-2.2519017986424714,6.1831838356282205,4.3457170711730555,-9.667803339808057,-11.184120613379044,15.295097420230903,-5.757210533834847
35,1,1.75,-44.120235997319284,-0.21456148115897378,-9.43853085107137,22.73237995838153,-11.758658692680001,1.5338435040005365,-12.413218702436367,-7.641062108921453,10.168396285479169,27.431788589015127,13.428836258994622,17.471656964454816,12.6535208188389,8.84912796350784,4.937998860173813,18.37062185048024,-2.372533991234974,6.106029885399195,4.17596364520891,-9.761419139888726,-11.230583592117803,15.268629241427867,-6.435403564830274
36,1,1.8,-44.22822094394846,-0.23258379479685232,-9.56881768806138,22.6193995795703,-11.882313759203655,1.4818109540659847,-12.566478891098939,-7.712994468426757,10.214169833024123,27.394893506493496,13.419022145949285,17.426405844155852,12.626596759431038,8.77659025974026,4.878837810760672,18.302238311688313,-2.499150783497221,6.029762395575553,3.997371526340814,-9.854713091802171,-11.28103888595485,15.238439818478035,-7.101860251655221
37,1,1.85,-44.33769934361158,-0.25130820237559703,-9.706482408367158,22.501844147771394,-12.010878096838496,1.4264823818646306,-12.72399591843999,-7.788143290761262,10.257906148683887,27.35560919237014,13.4082022203782,17.38147611860795,12.59990729959027,8.703916997260563,4.816813842232925,18.232998962560885,-2.631788282039082,5.954092521908386,3.8100454914867328,-9.947686267283931,-11.335740340811832,15.204266368800901,-7.7565805943096535
38,1,1.9,-44.44858503555668,-0.2706941984755389,-9.851442542375622,22.379725261970677,-12.144323308477382,1.367820086000357,-12.88565793381175,-7.8664910838816375,10.299623776927447,27.313963690476186,13.396387675028336,17.336864211309532,12.573448690476141,8.631110342261906,4.751956489512473,18.162914360119053,-2.770482593470362,5.878731420148789,3.6140903175647665,-10.040339738069601,-11.394941802610496,15.165846109815938,-8.399564592793574
39,1,1.95,-44.56079185903181,-0.29070127767704435,-10.003615620473724,22.25305452115402,-12.282620997013098,1.3057863650770472,-13.051353086566365,-7.94802035574445,10.339341262223655,27.26998504464286,13.383589702646702,17.292566545758923,12.547217183248293,8.558172460937499,4.684295287521266,18.09199506138392,-2.9152698244010153,5.80339024604789,3.4096107814928587,-10.132674575894697,-11.458897117272514,15.122916258942638,-9.030812247107004
40,1,2.0,-44.674233653285,-0.3112889345603591,-10.16291917304843,22.12184352430728,-12.425742765338534,1.2403435176985766,-13.220969526056102,-8.032713614306363,10.377077149041455,27.223701298701307,13.369819495980238,17.24857954545454,12.521209029066185,8.48510551948052,4.613859771181232,18.020251623376616,-3.0661860814408257,5.727780155356761,3.196711660188967,-10.224691852494828,-11.527860130719603,15.075214033600446,-9.650323557249937
41,1,2.05,-44.78882425756429,-0.3324166637059278,-10.329270730486662,21.986103870416365,-12.573660216346518,1.1714538424688499,-13.39439540163314,-8.120553367523936,10.412849981849781,27.175140496482683,13.355088247775939,17.204899633894748,12.495420479089347,8.411911684084146,4.540679475414237,17.94769460311823,-3.223267471199698,5.651612303826532,2.975497730571192,-10.316392639605507,-11.60208468887344,15.022476651208848,-10.258098523222358
42,1,2.1,-44.90447751111774,-0.3540439596940317,-10.502587823175354,21.84584715846713,-12.726344952929878,1.0990796379917072,-13.571518862649775,-8.211522123353816,10.446678305117509,27.124330681818194,13.339407150780787,17.16152323457792,12.469847784477437,8.33859312094156,4.464783935142243,17.874334557629858,-3.3865501002875007,5.574597847208288,2.7460737695574124,-10.40777800896226,-11.68182463765578,14.964441329187359,-10.854137145024271
43,1,2.15,-45.021107253193385,-0.37613031710498745,-10.682787981501491,21.70108498744544,-12.883768577981442,1.0231832028710883,-13.75222805845808,-8.305602389752654,10.478580663313615,27.07129989853896,13.322787397741777,17.118446771002432,12.444487196389915,8.26515199624594,4.386202685287209,17.800182043932644,-3.5560700753140253,5.496447941253159,2.508544554065679,-10.498849032300669,-11.767333822988263,14.900845284955388,-11.43843942265569
44,1,2.2,-45.13862732303925,-0.3986352305191545,-10.86978873585199,21.551828956337197,-13.045902694394059,0.9437268357108763,-13.936411138410385,-8.402776674677025,10.508575600907037,27.01607619047619,13.305240181405878,17.075666666666663,12.419334965986408,8.19159047619047,4.30496526077097,17.72524761904762,-3.731863502889219,5.416873741712173,2.263014861013964,-10.58960678135632,-11.858866090792645,14.831425735932456,-12.011005356116616
45,1,2.25,-45.2569515599034,-0.4215181945168638,-11.06350761661379,21.398090664128247,-13.212718905060541,0.8606728351149258,-14.123956251858843,-8.503027486083543,10.536681662366654,26.958687601461037,13.286776694520157,17.033179345068987,12.394387344426406,8.117910726968347,4.221101196515548,17.64954183999594,-3.913966489622908,5.335586404336503,2.009589467320353,-10.680052327864743,-11.956675286990588,14.755919899538029,-12.571834945407048
46,1,2.3,-45.375993803033865,-0.4447387036784818,-11.26386215417385,21.239881709804486,-13.384188812873738,0.7739834996871195,-14.314751548155698,-8.60633733192886,10.56291739216141,26.899162175324662,13.267408129831466,16.990981229707792,12.369640582869508,8.044114914772727,4.1346400274428206,17.5730752637987,-4.102415142124926,5.252297084877242,1.748373149902669,-10.770186743561467,-12.06101525750379,14.674064993191585,-13.120928190526943
47,1,2.35,-45.49566789167869,-0.4682562525842542,-11.470769878919114,21.077213692351783,-13.56028402072647,0.6836211280313549,-14.50868517665311,-8.71268872016961,10.587301334760241,26.837527955898274,13.247145680086902,16.949068744081444,12.345090932475273,7.970205205796802,4.045611288474674,17.495858447477005,-4.2972455670051914,5.166716939085454,1.4794706856790683,-10.860011100182092,-12.17213984825397,14.585598234312585,-13.658285091476362
48,1,2.4,-45.615887665085914,-0.4920303358146185,-11.684148321236528,20.910098210756004,-13.74097613151163,0.5895480187515361,-14.705645286703351,-8.822064158762338,10.609852034632034,26.773812987012988,13.226000538033418,16.90743831168831,12.320734644403245,7.8961837662337615,3.954044514533109,17.417901948051956,-4.4984938708735385,5.078557122712276,1.2029868515674522,-10.949526469462135,-12.29030290516284,14.490256840320527,-14.183905648255262
49,1,2.45,-45.73656696250358,-0.516020447949856,-11.903915011513035,20.738546864003027,-13.926236748121966,0.49172647045153184,-14.905520027658575,-8.934446155663732,10.630588036245761,26.70804531249999,13.203983896417938,16.866086356026784,12.296567969812926,7.82205276227679,3.859969240539982,17.339216322544637,-4.706196160339815,4.987528791508801,0.9190264244858497,-11.038733923137148,-12.415758274152083,14.387778028634884,-14.69778986086369
50,1,2.5,-45.85761962317974,-0.5401860835702976,-12.129987480135611,20.562571251078722,-14.116037473450383,0.3901187817352323,-15.10819754887104,-9.049817218830384,10.649527884070316,26.640252976190467,13.18110694798753,16.825009300595227,12.27258715986396,7.747814360119044,3.7634150014172363,17.25981212797619,-4.920388542013896,4.893343101226108,0.6276941813522683,-11.12763453294275,-12.548759801143419,14.277899016675114,-15.199937729301599
51,1,2.55,-45.97895948636242,-0.5644867372562814,-12.362283257491143,20.382182970968984,-14.310349910389675,0.28468725120649196,-15.313565999692962,-9.168159856218924,10.666690122574629,26.570464021915583,13.157380885489161,16.784203568892046,12.248788465715819,7.673470725953727,3.6644113320868286,17.179699921367693,-5.141107122505659,4.795711207615348,0.32909489908468714,-11.216229370614414,-12.689561332058517,14.160357021860698,-15.69034925356899
52,1,2.6,-46.10050039129966,-0.5888819035881738,-12.600719873966597,20.197393622659682,-14.509145661832726,0.17539417746925778,-15.521513529476515,-9.289456575785948,10.682093296227606,26.498706493506475,13.13281690166977,16.74366558441558,12.225168138528147,7.599024025974025,3.5629877674706165,17.09889025974025,-5.368388008424937,4.694344266427564,0.023333354601092537,-11.3045195078877,-12.838416712819118,14.03488926161112,-16.169024433665903
53,1,2.65,-46.222156177239526,-0.6133310771462845,-12.845214859948975,20.00821480513666,-14.712396330672313,0.062201859127370085,-15.731928287573915,-9.413689885488079,10.695755949498192,26.42500843479438,13.107426189276381,16.703391770664233,12.201722429460432,7.5244764263730985,3.4591738424906,17.017393700114987,-5.602267306381627,4.588953433413899,-0.28948567518050794,-11.39250601649821,-12.99557978934692,13.901232953345875,-16.63596326959231
54,1,2.7,-46.34384068343004,-0.6377937525109445,-13.09568574582515,19.814658117385832,-14.920073519801306,-0.05492740521527395,-15.944698423337393,-9.540842293281983,10.707696626855295,26.349397889610394,13.081219941055991,16.66337855113636,12.178447589672231,7.449830093344147,3.35299909206865,16.935220799512983,-5.842781122985556,4.479249864325446,-0.6092574133421493,-11.480189968181477,-13.161304407563598,13.759125314484379,-17.091165761348204
